Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,rt,stimulus,key_press,test_part,correct_response,trial_type,trial_index,time_elapsed,internal_node_id,correct,success,browser_events,view_history,grid,target,p_or_r,block,first_response,trial_number,sequence,is_practice,correct_pos,correct_resp_button,resp_button,cumulative_RT,actual_triplet,triplet_type
541,1708882275438,25/02/2024 17:31:15,1708882275369,1,25/02/2024 18:31:15,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,482.2000002861023,,70,,,serial-reaction-time,540,728124,0.0-5471.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,7,3412,0,2,f,f,482.2000002861023,112,H
542,1708882276312,25/02/2024 17:31:16,1708882276238,1,25/02/2024 18:31:16,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,342.59999990463257,,83,,,serial-reaction-time,541,728993,0.0-5482.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,8,3412,0,2,f,s,342.59999990463257,122,H
543,1708882276412,25/02/2024 17:31:16,1708882276257,1,25/02/2024 18:31:16,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,3.5,,70,,,serial-reaction-time,542,729011,0.0-5483.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,0,8,3412,0,2,f,f,346.09999990463257,122,H
544,1708882277236,25/02/2024 17:31:17,1708882277169,1,25/02/2024 18:31:17,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,388.5,,74,,,serial-reaction-time,543,729924,0.0-5493.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,5,1,9,3412,0,3,j,j,388.5,223,H
545,1708882278104,25/02/2024 17:31:18,1708882278038,1,25/02/2024 18:31:18,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,341.59999990463257,,74,,,serial-reaction-time,544,730793,0.0-5504.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,10,3412,0,3,j,j,341.59999990463257,233,H
546,1708882279070,25/02/2024 17:31:19,1708882279005,1,25/02/2024 18:31:19,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,439.69999980926514,,76,,,serial-reaction-time,545,731760,0.0-5515.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,11,3412,0,4,l,l,439.69999980926514,334,H
547,1708882279987,25/02/2024 17:31:19,1708882279917,1,25/02/2024 18:31:19,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,386.69999980926514,,74,,,serial-reaction-time,546,732672,0.0-5526.0-0.0,,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,12,3412,0,4,l,j,386.69999980926514,344,H
548,1708882280328,25/02/2024 17:31:20,1708882280257,1,25/02/2024 18:31:20,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,318.90000009536743,,76,,,serial-reaction-time,547,733012,0.0-5527.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,0,12,3412,0,4,l,l,705.5999999046326,344,H
549,1708882281217,25/02/2024 17:31:21,1708882281146,1,25/02/2024 18:31:21,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,361.5,,76,,,serial-reaction-time,548,733901,0.0-5537.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,13,3412,0,4,l,l,361.5,444,R
550,1708882282098,25/02/2024 17:31:22,1708882282022,1,25/02/2024 18:31:22,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,353.09999990463257,,70,,,serial-reaction-time,549,734777,0.0-5548.0-0.0,,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,14,3412,0,1,s,f,353.09999990463257,441,H
551,1708882282570,25/02/2024 17:31:22,1708882282495,1,25/02/2024 18:31:22,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,451.69999980926514,,83,,,serial-reaction-time,550,735250,0.0-5549.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,0,14,3412,0,1,s,s,804.7999997138977,441,H
552,1708882283462,25/02/2024 17:31:23,1708882283393,1,25/02/2024 18:31:23,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,372.80000019073486,,74,,,serial-reaction-time,551,736148,0.0-5559.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,5,1,15,3412,0,3,j,j,372.80000019073486,413,L
553,1708882284366,25/02/2024 17:31:24,1708882284291,1,25/02/2024 18:31:24,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,372.80000019073486,,70,,,serial-reaction-time,552,737046,0.0-5570.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,16,3412,0,2,f,f,372.80000019073486,132,H
554,1708882285255,25/02/2024 17:31:25,1708882285187,1,25/02/2024 18:31:25,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,368.5,,70,,,serial-reaction-time,553,737942,0.0-5581.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,17,3412,0,2,f,f,368.5,322,L
555,1708882286211,25/02/2024 17:31:26,1708882286134,1,25/02/2024 18:31:26,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,420,,76,,,serial-reaction-time,554,738889,0.0-5592.0-0.0,,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,18,3412,0,3,j,l,420,223,H
556,1708882286507,25/02/2024 17:31:26,1708882286419,1,25/02/2024 18:31:26,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,263.69999980926514,,74,,,serial-reaction-time,555,739173,0.0-5593.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,0,18,3412,0,3,j,j,683.6999998092651,223,H
557,1708882287468,25/02/2024 17:31:27,1708882287399,1,25/02/2024 18:31:27,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,455.2999997138977,,83,,,serial-reaction-time,556,740154,0.0-5603.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,19,3412,0,1,s,s,455.2999997138977,231,L
558,1708882288379,25/02/2024 17:31:28,1708882288318,1,25/02/2024 18:31:28,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,394.19999980926514,,76,,,serial-reaction-time,557,741073,0.0-5614.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,20,3412,0,4,l,l,394.19999980926514,314,H
559,1708882289292,25/02/2024 17:31:29,1708882289219,1,25/02/2024 18:31:29,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,374.2000002861023,,83,,,serial-reaction-time,558,741974,0.0-5625.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,21,3412,0,1,s,s,374.2000002861023,141,T
560,1708882290340,25/02/2024 17:31:30,1708882290273,1,25/02/2024 18:31:30,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,524.8999996185303,,83,,,serial-reaction-time,559,743028,0.0-5636.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,22,3412,0,1,s,s,524.8999996185303,411,H
561,1708882291232,25/02/2024 17:31:31,1708882291163,1,25/02/2024 18:31:31,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,362.40000009536743,,70,,,serial-reaction-time,560,743918,0.0-5647.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,23,3412,0,2,f,f,362.40000009536743,112,H
562,1708882292136,25/02/2024 17:31:32,1708882292070,1,25/02/2024 18:31:32,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,386.30000019073486,,70,,,serial-reaction-time,561,744825,0.0-5658.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,24,3412,0,2,f,f,386.30000019073486,122,H
563,1708882293040,25/02/2024 17:31:33,1708882292958,1,25/02/2024 18:31:32,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,361.40000009536743,,70,,,serial-reaction-time,562,745713,0.0-5669.0-0.0,,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,25,3412,0,1,s,f,361.40000009536743,221,L
564,1708882293363,25/02/2024 17:31:33,1708882293303,1,25/02/2024 18:31:33,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,322.30000019073486,,83,,,serial-reaction-time,563,746058,0.0-5670.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,0,25,3412,0,1,s,s,683.7000002861023,221,L
565,1708882294434,25/02/2024 17:31:34,1708882294364,1,25/02/2024 18:31:34,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,536.9000000953674,,74,,,serial-reaction-time,564,747119,0.0-5680.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,26,3412,0,3,j,j,536.9000000953674,213,H
566,1708882295429,25/02/2024 17:31:35,1708882295356,1,25/02/2024 18:31:35,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,466.80000019073486,,70,,,serial-reaction-time,565,748111,0.0-5691.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,27,3412,0,2,f,f,466.80000019073486,132,H
567,1708882296438,25/02/2024 17:31:36,1708882296365,1,25/02/2024 18:31:36,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,484.40000009536743,,76,,,serial-reaction-time,566,749120,0.0-5702.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,28,3412,0,4,l,l,484.40000009536743,324,H
568,1708882297389,25/02/2024 17:31:37,1708882297310,1,25/02/2024 18:31:37,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,421.09999990463257,,74,,,serial-reaction-time,567,750065,0.0-5713.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,5,1,29,3412,0,3,j,j,421.09999990463257,243,H
569,1708882298210,25/02/2024 17:31:38,1708882298139,1,25/02/2024 18:31:38,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,305.30000019073486,,83,,,serial-reaction-time,568,750894,0.0-5724.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,30,3412,0,1,s,s,305.30000019073486,431,H
570,1708882299135,25/02/2024 17:31:39,1708882299070,1,25/02/2024 18:31:39,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,403.5,,76,,,serial-reaction-time,569,751824,0.0-5735.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,31,3412,0,4,l,l,403.5,314,H
571,1708882300005,25/02/2024 17:31:40,1708882299944,1,25/02/2024 18:31:39,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,346.90000009536743,,70,,,serial-reaction-time,570,752699,0.0-5746.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,32,3412,0,2,f,f,346.90000009536743,142,H
572,1708882300949,25/02/2024 17:31:40,1708882300882,1,25/02/2024 18:31:40,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,413.5,,70,,,serial-reaction-time,571,753637,0.0-5757.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,33,3412,0,2,f,f,413.5,422,L
573,1708882301971,25/02/2024 17:31:41,1708882301836,1,25/02/2024 18:31:41,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,426.5,,76,,,serial-reaction-time,572,754590,0.0-5768.0-0.0,,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,34,3412,0,3,j,l,426.5,223,H
574,1708882302235,25/02/2024 17:31:42,1708882302167,1,25/02/2024 18:31:42,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,309.69999980926514,,74,,,serial-reaction-time,573,754922,0.0-5769.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,0,34,3412,0,3,j,j,736.1999998092651,223,H
575,1708882303132,25/02/2024 17:31:43,1708882303053,1,25/02/2024 18:31:43,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,358.90000009536743,,74,,,serial-reaction-time,574,755807,0.0-5779.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,5,1,35,3412,0,3,j,j,358.90000009536743,233,H
576,1708882304000,25/02/2024 17:31:44,1708882303930,1,25/02/2024 18:31:43,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,350.09999990463257,,76,,,serial-reaction-time,575,756685,0.0-5790.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,36,3412,0,4,l,l,350.09999990463257,334,H
577,1708882304806,25/02/2024 17:31:44,1708882304728,1,25/02/2024 18:31:44,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,270.90000009536743,,83,,,serial-reaction-time,576,757483,0.0-5801.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,37,3412,0,1,s,s,270.90000009536743,341,L
578,1708882305788,25/02/2024 17:31:45,1708882305721,1,25/02/2024 18:31:45,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,469.59999990463257,,83,,,serial-reaction-time,577,758476,0.0-5812.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,38,3412,0,1,s,s,469.59999990463257,411,H
579,1708882306697,25/02/2024 17:31:46,1708882306629,1,25/02/2024 18:31:46,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,382.7999997138977,,83,,,serial-reaction-time,578,759384,0.0-5823.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,39,3412,0,1,s,s,382.7999997138977,111,R
580,1708882307609,25/02/2024 17:31:47,1708882307542,1,25/02/2024 18:31:47,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,387.09999990463257,,70,,,serial-reaction-time,579,760297,0.0-5834.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,40,3412,0,2,f,f,387.09999990463257,112,H
581,1708882308470,25/02/2024 17:31:48,1708882308401,1,25/02/2024 18:31:48,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,335.69999980926514,,76,,,serial-reaction-time,580,761156,0.0-5845.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,41,3412,0,4,l,l,335.69999980926514,124,L
582,1708882309406,25/02/2024 17:31:49,1708882309342,1,25/02/2024 18:31:49,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,417,,74,,,serial-reaction-time,581,762097,0.0-5856.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,42,3412,0,3,j,j,417,243,H
583,1708882310362,25/02/2024 17:31:50,1708882310286,1,25/02/2024 18:31:50,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,418.80000019073486,,76,,,serial-reaction-time,582,763041,0.0-5867.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,43,3412,0,4,l,l,418.80000019073486,434,T
584,1708882311342,25/02/2024 17:31:51,1708882311272,1,25/02/2024 18:31:51,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,459,,76,,,serial-reaction-time,583,764027,0.0-5878.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,44,3412,0,4,l,l,459,344,H
585,1708882312244,25/02/2024 17:31:52,1708882312176,1,25/02/2024 18:31:52,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,378.2000002861023,,83,,,serial-reaction-time,584,764931,0.0-5889.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,45,3412,0,1,s,s,378.2000002861023,441,H
586,1708882313407,25/02/2024 17:31:53,1708882313334,1,25/02/2024 18:31:53,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,629.9000000953674,,83,,,serial-reaction-time,585,766088,0.0-5900.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,46,3412,0,1,s,s,629.9000000953674,411,H
587,1708882314283,25/02/2024 17:31:54,1708882314218,1,25/02/2024 18:31:54,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,357.80000019073486,,83,,,serial-reaction-time,586,766973,0.0-5911.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,5,1,47,3412,0,1,s,s,357.80000019073486,111,R
588,1708882315229,25/02/2024 17:31:55,1708882315165,1,25/02/2024 18:31:55,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,420,,70,,,serial-reaction-time,587,767920,0.0-5922.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,5,1,48,3412,0,2,f,f,420,112,H
589,1708882316126,25/02/2024 17:31:56,1708882316061,1,25/02/2024 18:31:56,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,368.90000009536743,,76,,,serial-reaction-time,588,768816,0.0-5933.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,5,1,49,3412,0,4,l,l,368.90000009536743,124,L
590,1708882317245,25/02/2024 17:31:57,1708882317173,1,25/02/2024 18:31:57,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,590,,74,,,serial-reaction-time,589,769928,0.0-5944.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,5,1,50,3412,0,3,j,j,590,243,H
591,1708882318122,25/02/2024 17:31:58,1708882318050,1,25/02/2024 18:31:58,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,349.90000009536743,,70,,,serial-reaction-time,590,770805,0.0-5955.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,51,3412,0,2,f,f,349.90000009536743,432,L
592,1708882319015,25/02/2024 17:31:59,1708882318948,1,25/02/2024 18:31:58,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,372.7999997138977,,76,,,serial-reaction-time,591,771703,0.0-5966.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,5,1,52,3412,0,4,l,l,372.7999997138977,324,H
593,1708882319940,25/02/2024 17:31:59,1708882319871,1,25/02/2024 18:31:59,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,395.69999980926514,,74,,,serial-reaction-time,592,772625,0.0-5977.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,5,1,53,3412,0,3,j,j,395.69999980926514,243,H
594,1708882320961,25/02/2024 17:32:00,1708882320889,1,25/02/2024 18:32:00,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,494.40000009536743,,83,,,serial-reaction-time,593,773644,0.0-5988.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,5,1,54,3412,0,1,s,s,494.40000009536743,431,H
595,1708882321836,25/02/2024 17:32:01,1708882321768,1,25/02/2024 18:32:01,143587,31,task-7kgt,,35489971,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x900,,,,Alternating Serial Reaction Time (ASRT) task,37,DGS,352.09999990463257,,70,,,serial-reaction-time,594,774523,0.0-5999.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,5,1,55,3412,0,2,f,f,352.09999990463257,312,L
