Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,rt,stimulus,key_press,test_part,correct_response,trial_type,trial_index,time_elapsed,internal_node_id,correct,success,browser_events,view_history,grid,target,p_or_r,block,first_response,trial_number,sequence,is_practice,correct_pos,correct_resp_button,resp_button,cumulative_RT,actual_triplet,triplet_type
182,1723463062191,12/08/2024 11:44:22,1723463064137,2,12/08/2024 13:44:24,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,375.80000000074506,,83,,,serial-reaction-time,181,233761,0.0-1809.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,2,1,80,2134,1,1,s,s,375.80000000074506,331,X
183,1723463063189,12/08/2024 11:44:23,1723463065123,2,12/08/2024 13:44:25,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,473.5,,76,,,serial-reaction-time,182,234746,0.0-1820.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,2,1,81,2134,1,4,l,l,473.5,314,X
184,1723463063989,12/08/2024 11:44:23,1723463065945,2,12/08/2024 13:44:25,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,304.90000000037253,,76,,,serial-reaction-time,183,235569,0.0-1831.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,2,1,82,2134,1,4,l,l,304.90000000037253,144,X
185,1723463064889,12/08/2024 11:44:24,1723463066834,2,12/08/2024 13:44:26,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,367.30000000074506,,83,,,serial-reaction-time,184,236458,0.0-1842.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,2,1,83,2134,1,1,s,s,367.30000000074506,441,X
186,1723463065711,12/08/2024 11:44:25,1723463067671,2,12/08/2024 13:44:27,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,318.5,,83,,,serial-reaction-time,185,237294,0.0-1853.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,2,1,84,2134,1,1,s,s,318.5,411,X
187,1723463066677,12/08/2024 11:44:26,1723463068603,2,12/08/2024 13:44:28,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,418.3999999985099,,70,,,serial-reaction-time,186,238227,0.0-1864.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,2,1,85,2134,1,2,f,f,418.3999999985099,112,X
188,1723463071672,12/08/2024 11:44:31,1723463073616,2,12/08/2024 13:44:33,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,4691.800000000745,<h2>End of block 2</h2><br><p>Your accuracy: 93%</p><p>Your average response time: 367 ms</p><br><p class='message'><strong>Please try to be faster.</strong></p>,32,,,html-keyboard-response,187,243240,0.0-1875.0,,,[],,,,,,,,,,,,,,,
189,1723463074244,12/08/2024 11:44:34,1723463076178,2,12/08/2024 13:44:36,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,2550.7000000011176,"<h2>The real task begins now.</h2>
        <p>If you are ready, press <strong>any</strong> key to start the task!</p>",32,,,html-keyboard-response,188,245801,0.0-1876.0,,,[],,,,,,,,,,,,,,,
190,1723463074767,12/08/2024 11:44:34,1723463076722,2,12/08/2024 13:44:36,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,531,,76,,,serial-reaction-time,189,246346,0.0-1877.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,1,2134,0,4,l,l,531,4,X
191,1723463075803,12/08/2024 11:44:35,1723463077747,2,12/08/2024 13:44:37,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,503.80000000074506,,70,,,serial-reaction-time,190,247370,0.0-1888.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,2,2134,0,2,f,f,503.80000000074506,42,X
192,1723463076648,12/08/2024 11:44:36,1723463078602,2,12/08/2024 13:44:38,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,341.30000000074506,,76,,,serial-reaction-time,191,248226,0.0-1899.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,3,2134,0,4,l,l,341.30000000074506,424,T
193,1723463077575,12/08/2024 11:44:37,1723463079506,2,12/08/2024 13:44:39,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,392.19999999925494,,83,,,serial-reaction-time,192,249130,0.0-1910.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,4,2134,0,1,s,s,392.19999999925494,241,H
194,1723463078485,12/08/2024 11:44:38,1723463080442,2,12/08/2024 13:44:40,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,423.5,,74,,,serial-reaction-time,193,250066,0.0-1921.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,5,2134,0,3,j,j,423.5,413,L
195,1723463079452,12/08/2024 11:44:39,1723463081394,2,12/08/2024 13:44:41,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,427.09999999962747,,74,,,serial-reaction-time,194,251018,0.0-1932.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,1,1,6,2134,0,3,j,j,427.09999999962747,133,H
196,1723463080416,12/08/2024 11:44:40,1723463082346,2,12/08/2024 13:44:42,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,440.7999999988824,,70,,,serial-reaction-time,195,251970,0.0-1943.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,7,2134,0,2,f,f,440.7999999988824,332,L
197,1723463081280,12/08/2024 11:44:41,1723463083204,2,12/08/2024 13:44:43,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,343.19999999925494,,76,,,serial-reaction-time,196,252827,0.0-1954.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,1,1,8,2134,0,4,l,l,343.19999999925494,324,H
198,1723463082124,12/08/2024 11:44:42,1723463084075,2,12/08/2024 13:44:44,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,356.5,,76,,,serial-reaction-time,197,253698,0.0-1965.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,9,2134,0,4,l,l,356.5,244,L
199,1723463082972,12/08/2024 11:44:42,1723463084922,2,12/08/2024 13:44:44,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,334.09999999962747,,70,,,serial-reaction-time,198,254546,0.0-1976.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,10,2134,0,2,f,f,334.09999999962747,442,H
200,1723463083954,12/08/2024 11:44:43,1723463085788,2,12/08/2024 13:44:45,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,336.1000000014901,,74,,,serial-reaction-time,199,255411,0.0-1987.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,11,2134,0,3,j,j,336.1000000014901,423,L
201,1723463084731,12/08/2024 11:44:44,1723463086667,2,12/08/2024 13:44:46,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,365.69999999925494,,83,,,serial-reaction-time,200,256291,0.0-1998.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,12,2134,0,1,s,s,365.69999999925494,231,H
202,1723463085509,12/08/2024 11:44:45,1723463087442,2,12/08/2024 13:44:47,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,261.80000000074506,,70,,,serial-reaction-time,201,257066,0.0-2009.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,13,2134,0,2,f,f,261.80000000074506,312,L
203,1723463086314,12/08/2024 11:44:46,1723463088234,2,12/08/2024 13:44:48,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,272.7000000011176,,74,,,serial-reaction-time,202,257858,0.0-2020.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,1,1,14,2134,0,3,j,j,272.7000000011176,123,H
204,1723463087153,12/08/2024 11:44:47,1723463089082,2,12/08/2024 13:44:49,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,335,,83,,,serial-reaction-time,203,258706,0.0-2031.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,15,2134,0,1,s,s,335,231,H
205,1723463088053,12/08/2024 11:44:48,1723463090011,2,12/08/2024 13:44:50,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,414.5,,76,,,serial-reaction-time,204,259634,0.0-2042.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,1,1,16,2134,0,4,l,l,414.5,314,H
206,1723463088840,12/08/2024 11:44:48,1723463090786,2,12/08/2024 13:44:50,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,262.5,,70,,,serial-reaction-time,205,260409,0.0-2053.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,17,2134,0,2,f,f,262.5,142,L
207,1723463089717,12/08/2024 11:44:49,1723463091671,2,12/08/2024 13:44:51,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,368.3999999985099,,70,,,serial-reaction-time,206,261295,0.0-2064.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,18,2134,0,2,f,f,368.3999999985099,422,H
208,1723463090550,12/08/2024 11:44:50,1723463092488,2,12/08/2024 13:44:52,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,298.09999999962747,,83,,,serial-reaction-time,207,262112,0.0-2075.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,19,2134,0,1,s,s,298.09999999962747,221,H
209,1723463091407,12/08/2024 11:44:51,1723463093355,2,12/08/2024 13:44:53,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,338.5,,83,,,serial-reaction-time,208,262979,0.0-2086.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,20,2134,0,1,s,s,338.5,211,H
210,1723463092258,12/08/2024 11:44:52,1723463094210,2,12/08/2024 13:44:54,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,343.7999999988824,,74,,,serial-reaction-time,209,263834,0.0-2097.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,21,2134,0,3,j,j,343.7999999988824,113,H
211,1723463093053,12/08/2024 11:44:53,1723463095002,2,12/08/2024 13:44:55,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,279.5,,74,,,serial-reaction-time,210,264625,0.0-2108.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,1,1,22,2134,0,3,j,j,279.5,133,H
212,1723463093886,12/08/2024 11:44:53,1723463095817,2,12/08/2024 13:44:55,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,297.2999999988824,,74,,,serial-reaction-time,211,265440,0.0-2119.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,23,2134,0,3,j,j,297.2999999988824,333,R
213,1723463094742,12/08/2024 11:44:54,1723463096682,2,12/08/2024 13:44:56,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,351.80000000074506,,76,,,serial-reaction-time,212,266305,0.0-2130.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,1,1,24,2134,0,4,l,l,351.80000000074506,334,H
214,1723463095598,12/08/2024 11:44:55,1723463097522,2,12/08/2024 13:44:57,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,326.69999999925494,,74,,,serial-reaction-time,213,267146,0.0-2141.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,25,2134,0,3,j,j,326.69999999925494,343,T
215,1723463096382,12/08/2024 11:44:56,1723463098331,2,12/08/2024 13:44:58,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,290,,74,,,serial-reaction-time,214,267954,0.0-2152.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,26,2134,0,2,f,j,290,432,H
216,1723463096491,12/08/2024 11:44:56,1723463098435,2,12/08/2024 13:44:58,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,92.20000000111759,,83,,,serial-reaction-time,215,268058,0.0-2153.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",P,1,0,26,2134,0,2,f,s,382.2000000011176,432,H
217,1723463096623,12/08/2024 11:44:56,1723463098570,2,12/08/2024 13:44:58,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,125.90000000037253,,70,,,serial-reaction-time,216,268194,0.0-2154.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,0,26,2134,0,2,f,f,508.1000000014901,432,H
218,1723463097502,12/08/2024 11:44:57,1723463099446,2,12/08/2024 13:44:59,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,359.40000000037253,,74,,,serial-reaction-time,217,269070,0.0-2163.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,27,2134,0,3,j,j,359.40000000037253,323,T
219,1723463098436,12/08/2024 11:44:58,1723463100361,2,12/08/2024 13:45:00,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,396,,83,,,serial-reaction-time,218,269985,0.0-2174.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,28,2134,0,1,s,s,396,231,H
220,1723463099299,12/08/2024 11:44:59,1723463101247,2,12/08/2024 13:45:01,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,369.2000000011176,,83,,,serial-reaction-time,219,270871,0.0-2185.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,29,2134,0,1,s,s,369.2000000011176,311,L
221,1723463100170,12/08/2024 11:45:00,1723463102107,2,12/08/2024 13:45:02,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,346.90000000037253,,74,,,serial-reaction-time,220,271731,0.0-2196.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,1,1,30,2134,0,3,j,j,346.90000000037253,113,H
222,1723463101061,12/08/2024 11:45:01,1723463103002,2,12/08/2024 13:45:03,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,375.19999999925494,,76,,,serial-reaction-time,221,272626,0.0-2207.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,31,2134,0,4,l,l,375.19999999925494,134,L
223,1723463101925,12/08/2024 11:45:01,1723463103878,2,12/08/2024 13:45:03,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,360.69999999925494,,76,,,serial-reaction-time,222,273501,0.0-2218.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,1,1,32,2134,0,4,l,l,360.69999999925494,344,H
224,1723463102928,12/08/2024 11:45:02,1723463104875,2,12/08/2024 13:45:04,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,484.80000000074506,,83,,,serial-reaction-time,223,274499,0.0-2229.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,33,2134,0,1,s,s,484.80000000074506,441,L
225,1723463103735,12/08/2024 11:45:03,1723463105687,2,12/08/2024 13:45:05,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,294.8999999985099,,70,,,serial-reaction-time,224,275311,0.0-2240.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,34,2134,0,2,f,f,294.8999999985099,412,H
226,1723463104582,12/08/2024 11:45:04,1723463106531,2,12/08/2024 13:45:06,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,330.80000000074506,,83,,,serial-reaction-time,225,276154,0.0-2251.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,35,2134,0,1,s,s,330.80000000074506,121,T
227,1723463105411,12/08/2024 11:45:05,1723463107362,2,12/08/2024 13:45:07,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,318.7999999988824,,83,,,serial-reaction-time,226,276986,0.0-2262.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,36,2134,0,1,s,s,318.7999999988824,211,H
228,1723463106351,12/08/2024 11:45:06,1723463108299,2,12/08/2024 13:45:08,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,421.09999999962747,,74,,,serial-reaction-time,227,277923,0.0-2273.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,37,2134,0,2,f,j,421.09999999962747,112,L
229,1723463106450,12/08/2024 11:45:06,1723463108318,2,12/08/2024 13:45:08,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,3.5,,70,,,serial-reaction-time,228,277942,0.0-2274.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,0,37,2134,0,2,f,f,424.59999999962747,112,L
230,1723463107282,12/08/2024 11:45:07,1723463109226,2,12/08/2024 13:45:09,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,397.2999999988824,,74,,,serial-reaction-time,229,278850,0.0-2284.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,1,1,38,2134,0,3,j,j,397.2999999988824,123,H
231,1723463108208,12/08/2024 11:45:08,1723463110131,2,12/08/2024 13:45:10,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,393.09999999962747,,74,,,serial-reaction-time,230,279755,0.0-2295.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,39,2134,0,3,j,j,393.09999999962747,233,L
232,1723463109031,12/08/2024 11:45:09,1723463110979,2,12/08/2024 13:45:10,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,335.5,,76,,,serial-reaction-time,231,280603,0.0-2306.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,1,1,40,2134,0,4,l,l,335.5,334,H
233,1723463110064,12/08/2024 11:45:10,1723463111979,2,12/08/2024 13:45:11,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,488.19999999925494,,83,,,serial-reaction-time,232,281603,0.0-2317.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,41,2134,0,1,s,s,488.19999999925494,341,L
234,1723463110877,12/08/2024 11:45:10,1723463112828,2,12/08/2024 13:45:12,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,334.59999999962747,,70,,,serial-reaction-time,233,282451,0.0-2328.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,1,1,42,2134,0,2,f,f,334.59999999962747,412,H
235,1723463111734,12/08/2024 11:45:11,1723463113680,2,12/08/2024 13:45:13,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,334.7999999988824,,70,,,serial-reaction-time,234,283304,0.0-2339.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,43,2134,0,2,f,f,334.7999999988824,122,L
236,1723463113210,12/08/2024 11:45:13,1723463115163,2,12/08/2024 13:45:15,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,970.6000000014901,,83,,,serial-reaction-time,235,284787,0.0-2350.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,1,1,44,2134,0,1,s,s,970.6000000014901,221,H
